venue,city,country,match_type,temperature,humidity,wind_speed,dew_point,cloud_cover,pitch_age_days,ground_avg_1st_innings,ground_pace_wickets_pct,ground_spin_wickets_pct,season,day_night,soil_composition,pitch_strip_number,grass_coverage,compaction_kpa,pitch_type
Vidarbha Cricket Association Stadium,Nagpur,India,T20,37.29274162703709,62.58198223718071,18.118560977791436,15.040837146251018,30.391234784829887,1,137.5547913066663,51.79747139933437,48.20252860066563,Winter,1,Black Soil,3,3.577590057132648,352.7220336421135,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,29.50691815297852,60.19339230256234,14.331364559732561,13.010573078498258,53.01866198129918,1,184.16206988478726,43.294843991633854,56.705156008366146,Post-Monsoon,1,Mixed Soil,6,4.081552282272536,283.38024209258657,0
Sawai Mansingh Stadium,Jaipur,India,ODI,30.718305722147637,58.879013463199755,1.0,12.538756105473034,41.33206218301553,7,294.5380410416339,50.59815467724635,49.40184532275365,Post-Monsoon,1,Red Soil,9,5.562291744445475,196.46682303714624,2
Eden Gardens,Kolkata,India,ODI,26.565095462830843,55.10938385551702,13.677234068025285,13.746212042155591,23.146414681716536,2,268.32621147810005,50.995532094864956,49.004467905135044,Monsoon,0,Red Soil,7,3.880701732391631,229.9648236467794,2
Vidarbha Cricket Association Stadium,Nagpur,India,Test,28.103681752500716,57.11348357401057,7.212556394782272,13.183495344648666,3.9249911864634264,5,323.7055099989361,53.360274308277596,46.639725691722404,Monsoon,0,Mixed Soil,9,2.021136874152355,179.0792267012674,2
Barabati Stadium,Cuttack,India,T20,37.756744311224345,80.06601067539664,1.0646606548573363,29.0,11.316577433611691,6,160.4677372017097,45.71275926981755,54.28724073018245,Summer,1,Black Soil,8,1.322441228003477,295.93894865296846,1
Rajiv Gandhi International Stadium,Hyderabad,India,T20,29.646634039794495,43.262040285651906,4.058269619411932,17.07673832474449,48.09579725171807,5,152.1377426851272,50.0919359520458,49.9080640479542,Post-Monsoon,1,Black Soil,7,4.767992974045183,376.0620937877228,0
Maharashtra Cricket Association Stadium,Pune,India,T20,30.399371850034743,57.17919734742426,13.45518701389163,15.142008661893218,33.66503303239576,6,238.00234478167297,55.66836894452135,44.33163105547865,Summer,0,Red Soil,8,5.19189382030842,254.74155438472616,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,27.13526973504741,64.74527755881621,13.41518541560893,15.726529846113404,34.05871738024406,5,150.02528470050345,31.959418849931836,68.04058115006816,Summer,1,Black Soil,1,2.6632383888652784,204.28134471944588,2
Wankhede Stadium,Mumbai,India,T20,25.868409121653478,70.23801735227238,14.74506410361202,25.368745315337677,54.32951580580792,7,172.69977120021545,53.088603147406715,46.911396852593285,Summer,0,Black Soil,7,9.857481631076569,312.4849020029404,1
Green Park,Kanpur,India,ODI,30.52223691382601,52.74969248288093,6.769093195448638,15.53913591130442,20.1741188514755,5,268.27205346816805,57.76947717776921,42.23052282223079,Post-Monsoon,1,Red Soil,2,0.8603535424180311,171.355887868224,2
Eden Gardens,Kolkata,India,T20,26.75934051282798,51.601864370605405,8.308483912800142,21.87355584911548,38.772761815449606,3,207.80038285852106,43.209721433561924,56.790278566438076,Post-Monsoon,0,Mixed Soil,7,2.914603659388387,255.93217945094779,0
Rajiv Gandhi International Stadium,Hyderabad,India,T20,35.55064780641342,68.49684623351783,7.035686353601634,12.024964102580121,15.10905665805523,7,193.81761336956328,55.54082724817398,44.45917275182602,Summer,0,Red Soil,10,3.6823622334513293,360.37366912330697,0
Rajiv Gandhi International Stadium,Hyderabad,India,T20,37.36751854328645,63.63876255485985,7.8589415829348095,11.141117739034414,0.48053163555552914,1,228.75276056653385,38.89129150399259,61.10870849600741,Summer,0,Black Soil,2,2.0431597998583273,305.83032206999496,0
Sawai Mansingh Stadium,Jaipur,India,T20,29.230117879199984,50.19402847820248,6.190943087201739,12.67904272189029,21.565080974000477,2,149.03106125917338,57.35128797133186,42.64871202866814,Post-Monsoon,1,Black Soil,3,2.321746116896291,228.22424829829717,0
M. A. Chidambaram Stadium,Chennai,India,ODI,29.35488165487065,70.58765173741305,12.708950628902556,25.620319888794217,61.99808970475599,1,288.60771712239165,53.64366706382642,46.35633293617358,Winter,1,Red Soil,7,5.289764751515097,285.86706407035956,1
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,ODI,29.100521134773096,38.42693928320824,12.789755406964682,12.27571862093217,46.275992290202964,3,265.2755733788062,52.83575043352711,47.16424956647289,Monsoon,0,Black Soil,8,5.427807666800616,272.242380607444,2
Wankhede Stadium,Mumbai,India,ODI,29.40108279615702,74.57450908312953,26.109019523213895,21.255228369654994,39.51984441125821,3,326.6983513763272,41.93604370304101,58.06395629695899,Summer,0,Black Soil,2,2.000086334213872,313.66432480343394,0
Wankhede Stadium,Mumbai,India,ODI,25.427159979209122,83.5041324055335,21.956164181993675,22.57828356618464,61.29538579855435,1,268.6122558674431,72.0,28.0,Post-Monsoon,0,Red Soil,8,6.095012860030393,331.08106782443355,1
Wankhede Stadium,Mumbai,India,Test,30.483610179112883,60.766856338283624,12.496539880753048,18.748635708848575,47.89765831439406,4,403.12289794430194,64.04910099407354,35.95089900592646,Monsoon,1,Black Soil,10,7.050020764325208,284.44967166033257,0
Vidarbha Cricket Association Stadium,Nagpur,India,T20,30.96193925806611,59.65888647404373,15.109843443910487,14.757239196273675,51.746764103993634,2,150.42565783053374,50.96430707818576,49.03569292181424,Post-Monsoon,1,Mixed Soil,8,4.597779060651978,254.82625214506777,0
M. A. Chidambaram Stadium,Chennai,India,ODI,31.406355039246943,66.29113327095664,7.7347090182515545,26.40327466816764,27.808793666642032,6,265.61253970696794,47.80464276683657,52.19535723316343,Post-Monsoon,1,Mixed Soil,8,2.632988229168294,199.1826797605446,2
Brabourne Stadium,Mumbai,India,T20,36.01233939086571,78.162541676803,16.706930415280375,22.725101229272045,64.56655994330988,3,181.86765391654606,65.52756187519702,34.47243812480298,Post-Monsoon,1,Black Soil,7,10.910602692252914,344.8714235839468,1
Vidarbha Cricket Association Stadium,Nagpur,India,T20,29.97306429431658,45.401870447597695,13.821500607657589,15.977838397071862,46.291312807898876,2,147.05490161640586,47.60740027700272,52.39259972299728,Post-Monsoon,0,Black Soil,4,3.641671141640563,271.24951100530365,2
Holkar Cricket Stadium,Indore,India,ODI,32.797037496104096,49.29686435080594,7.813923165694526,11.212297375772458,77.63705813590282,3,275.238578402669,51.62192026628193,48.37807973371807,Winter,0,Black Soil,8,4.734652002530246,289.4282937512109,0
Vidarbha Cricket Association Stadium,Nagpur,India,T20,24.28510234128548,55.99374103597803,10.705183927867761,13.204418132466675,12.551051366046156,6,141.59431220499675,57.693070523730704,42.306929476269296,Winter,0,Black Soil,5,4.861558596391212,237.79035238320478,1
Eden Gardens,Kolkata,India,Test,36.65836067127645,35.11280415912324,8.958705834461087,18.357141435974658,76.40575410874607,5,360.56917330884846,53.024460039325554,46.975539960674446,Monsoon,0,Red Soil,7,3.445934416985544,101.80179787176183,2
Green Park,Kanpur,India,ODI,24.713344352907647,59.88702771516215,11.043741839069554,11.311264341159657,27.8315200687192,4,273.399071480811,38.52288230504896,61.47711769495104,Winter,1,Red Soil,8,4.119306036222346,180.79546424831423,2
Sawai Mansingh Stadium,Jaipur,India,T20,31.842742853876207,62.227424016439855,14.304491981483558,15.77775228021413,29.407287220328026,4,155.82288483046432,52.3675361912416,47.6324638087584,Post-Monsoon,1,Black Soil,7,3.8147742916312524,311.0590962366689,0
M. A. Chidambaram Stadium,Chennai,India,ODI,35.71443697755286,61.63102244123085,25.960912510781455,20.671132823520175,46.99519404542286,7,222.49653490490874,49.13550323648169,50.86449676351831,Post-Monsoon,0,Red Soil,10,4.657239805353765,162.57869814383645,2
JSCA International Stadium Complex,Ranchi,India,Test,31.832301905897175,42.78889944075463,7.760217323748214,12.934014328364684,14.87624392227076,3,302.2868572536848,45.460585544548245,54.539414455451755,Post-Monsoon,1,Red Soil,3,6.094649841926834,275.81401586484213,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,32.37276302316543,39.80472350943069,14.670344460829511,12.874907272190075,17.89800164933814,4,280.7128507309298,49.049354922673885,50.950645077326115,Winter,1,Black Soil,7,2.997636654555211,209.20812800773206,2
Arun Jaitley Stadium,Delhi,India,T20,31.978201851952658,63.46172305010549,12.580342688373507,12.551015172112722,0.0,3,144.6092039765165,39.875862122094816,60.124137877905184,Post-Monsoon,0,Mixed Soil,2,3.6647061602196427,305.59398201383226,2
Sawai Mansingh Stadium,Jaipur,India,ODI,32.89422158776094,67.12953223883574,9.705376886688695,14.45443289114143,21.198576735416058,5,218.07915258941335,49.563772931907835,50.436227068092165,Winter,1,Red Soil,5,2.06437247748971,256.8876660057726,2
M. Chinnaswamy Stadium,Bengaluru,India,ODI,30.74675898862216,35.527125775994854,13.75169301682688,15.749456964205061,40.76069900096998,3,293.90226504167504,36.847533800632526,63.152466199367474,Monsoon,1,Black Soil,10,5.533077620418611,305.90885385280797,0
Sawai Mansingh Stadium,Jaipur,India,T20,25.044955818262995,33.876203185242204,8.441369935224444,20.849268533148635,18.9742009328899,4,151.8807872337942,44.06471121505346,55.93528878494654,Winter,0,Black Soil,2,3.979791680644071,200.79799301792977,0
Maharashtra Cricket Association Stadium,Pune,India,T20,37.359464687299635,69.08749017382434,7.941579955771756,13.41975754595253,14.731448045142276,5,162.97908104653092,49.165567873970886,50.834432126029114,Summer,1,Black Soil,4,7.940257984988795,298.3217414276622,1
Vidarbha Cricket Association Stadium,Nagpur,India,ODI,30.988278296698958,50.81033116443451,14.024331742705352,15.908879748395105,50.49422644878907,4,269.78416192028044,50.850020440847125,49.149979559152875,Post-Monsoon,1,Black Soil,4,5.805601121807768,264.90489718063697,2
Holkar Cricket Stadium,Indore,India,T20,30.77455559512432,43.73505848225232,13.824502776341305,18.31230397019268,74.24485043381642,7,175.0516561670321,33.72690146973854,66.27309853026145,Post-Monsoon,1,Mixed Soil,5,2.3151268274892227,245.70510033924717,2
Brabourne Stadium,Mumbai,India,T20,31.918503967674102,59.87242484656933,14.729225678887321,19.485374861842654,70.03759696923831,6,186.97202421033364,63.52860763073809,36.47139236926191,Summer,0,Black Soil,3,4.152728149041758,316.70105712194027,1
Rajiv Gandhi International Stadium,Hyderabad,India,T20,25.123880171047922,69.83652272013796,11.564415537983052,10.804408374808613,12.640997617167432,2,190.79217548798206,39.79208073010423,60.20791926989577,Post-Monsoon,1,Black Soil,2,4.362549672064644,298.1390476746806,0
Maharashtra Cricket Association Stadium,Pune,India,ODI,34.81033433853968,53.81394156489725,6.043795908709739,18.859172945459292,57.27050612972198,7,290.39142200672967,45.333563041325135,54.666436958674865,Monsoon,1,Black Soil,6,2.5321064081799305,349.75031965099004,0
Brabourne Stadium,Mumbai,India,T20,36.82224335427075,92.24075736137908,6.3223124332060365,19.737785246689924,63.01514153263082,7,186.38935342848043,67.58721095864487,32.412789041355126,Summer,1,Black Soil,2,4.626114659525907,281.2192200152224,1
Barabati Stadium,Cuttack,India,T20,22.581827671060722,58.63207903481251,11.721542055014641,21.748697602460854,28.244534078365092,7,138.3557870142815,46.21745865530377,53.78254134469623,Summer,0,Black Soil,9,5.006781510262336,321.00755676382147,0
JSCA International Stadium Complex,Ranchi,India,T20,30.382882895929182,64.65905740418953,4.238149119975956,14.80253356626072,22.330397625341487,1,138.0269858465167,48.45991167211954,51.54008832788046,Monsoon,0,Mixed Soil,6,2.4647641547329604,282.90180072648934,2
Brabourne Stadium,Mumbai,India,T20,27.3776678362754,69.06167480397006,6.758336796483151,18.49621515397211,63.03868641488085,7,150.2774428375596,56.99594931343353,43.00405068656647,Summer,0,Mixed Soil,8,2.697184301537422,329.9802307819492,1
Maharashtra Cricket Association Stadium,Pune,India,ODI,28.52857555015235,68.8430756932642,19.203829011173973,12.226249175528949,32.497648783628065,3,310.3657759372658,53.756708069903866,46.243291930096134,Post-Monsoon,0,Black Soil,2,3.656543136665184,348.86735985301164,0
JSCA International Stadium Complex,Ranchi,India,T20,34.71407940321042,63.49765611007326,13.749564591608088,16.760442813062472,44.082178757441675,7,171.10632989020627,52.260776443373075,47.739223556626925,Winter,0,Mixed Soil,1,1.4720401016907143,184.39011416223047,2
Sawai Mansingh Stadium,Jaipur,India,T20,37.259258447486644,52.127377855909884,15.06359909579351,17.025868618339587,66.68869117919826,5,169.6143335338649,38.09236432949667,61.90763567050333,Summer,1,Red Soil,6,4.92818088299225,231.36155593862566,2
Brabourne Stadium,Mumbai,India,ODI,27.43273846986662,74.65943144610425,5.203040978720248,17.879694357139908,8.072775014963234,2,284.00287108678094,49.62054818375331,50.37945181624669,Summer,1,Black Soil,9,10.133845328143375,346.00810211760455,1
M. A. Chidambaram Stadium,Chennai,India,T20,30.594442253873645,86.22725569524013,12.156189292993425,21.773581937446583,55.50045424416544,3,162.10932967731773,47.016965257854416,52.983034742145584,Post-Monsoon,1,Mixed Soil,10,1.971985880852758,228.28871330117835,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,27.35427374854619,52.255211701897835,5.46231651490043,20.108653349419143,52.233292318436526,2,190.36576471753256,57.41377672156397,42.58622327843603,Monsoon,1,Red Soil,5,3.2339024616506338,345.66895314800615,0
Arun Jaitley Stadium,Delhi,India,T20,37.023776495915925,54.15860581375103,9.899992563266435,21.10448323509876,1.1537404091862768,7,152.12202929873385,42.48633556087819,57.51366443912181,Post-Monsoon,0,Red Soil,8,1.8310979032204733,180.26840208232875,2
M. A. Chidambaram Stadium,Chennai,India,T20,29.359043500878883,83.9491863830062,14.74808997258129,18.19225470947083,25.62160198923611,6,169.4915863371242,47.06857430514845,52.93142569485155,Winter,0,Red Soil,5,2.8525642729114145,177.72520420720537,2
Narendra Modi Stadium,Ahmedabad,India,T20,24.596220917091905,50.812406675637945,14.290136220745495,17.80464687263772,61.65039459118465,1,109.19600210232547,52.01742727978474,47.98257272021526,Summer,0,Mixed Soil,9,3.368234616074567,233.47412884164817,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,30.427894920868365,29.970612778938406,13.245309402794462,20.59188096633616,7.688056823848836,5,255.22779726828696,37.30276124683766,62.69723875316234,Winter,0,Mixed Soil,2,1.9683170534786094,197.62650863495128,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,36.864289139504955,71.18483910608319,9.210925901411521,11.992630106758888,13.346693787438138,1,140.76084249535398,40.549967683847676,59.450032316152324,Monsoon,1,Black Soil,4,1.9173314603651785,223.06558664598555,2
M. Chinnaswamy Stadium,Bengaluru,India,ODI,31.567292700478426,55.65797070954702,13.077256239787419,17.421748076521553,16.55322096531914,4,309.7621570137893,45.52307044015788,54.47692955984212,Post-Monsoon,1,Black Soil,9,5.01671621508758,368.6802650223856,0
Rajiv Gandhi International Stadium,Hyderabad,India,T20,28.85296760057146,37.982219141546466,1.2954255812162856,17.709599521436814,78.57950080928322,4,139.8090389981692,55.012665513162666,44.987334486837334,Monsoon,1,Black Soil,10,5.751628863412724,315.42257645830233,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,34.79311749687481,66.49469797432498,17.030830275461582,16.763477385792132,0.0,7,151.0298563578829,59.59724541238906,40.40275458761094,Summer,0,Mixed Soil,8,6.452765937413037,206.54990140920802,1
Green Park,Kanpur,India,Test,31.911165200488846,51.21685532545003,10.367475740717294,16.599435319050745,48.7816818933545,2,307.5211396086086,58.88759205454463,41.11240794545537,Post-Monsoon,1,Red Soil,1,0.20718556329556037,180.77294335844894,2
Sawai Mansingh Stadium,Jaipur,India,T20,31.268017367201924,48.19137225025429,6.880388546085461,14.8615760018776,22.19772453704818,1,218.55971871468148,47.07986278546582,52.92013721453418,Monsoon,1,Red Soil,1,3.02505493812198,359.0780337135277,0
Arun Jaitley Stadium,Delhi,India,T20,27.723694688547535,55.12040192077583,5.678033901719561,16.038255712880172,73.04137103109974,2,168.75321489878138,33.91228895734471,66.08771104265529,Winter,1,Red Soil,7,2.0773178572064093,217.6006922557959,2
Eden Gardens,Kolkata,India,Test,35.61522452099427,67.41931949815331,11.162215470029846,14.014422419164152,48.69602085607935,6,326.8019155292702,44.83103983285601,55.16896016714399,Monsoon,0,Red Soil,6,1.6230898684569222,161.30826579306367,2
Rajiv Gandhi International Stadium,Hyderabad,India,ODI,31.846997606331268,60.62885344193959,16.10143762292158,11.974670317225447,31.209370194659986,7,274.17724250487106,36.07174867755179,63.92825132244821,Monsoon,1,Red Soil,8,5.218980554317932,283.0205111645508,2
Narendra Modi Stadium,Ahmedabad,India,T20,26.31355154266444,49.824278089083016,19.417806316849727,10.356397766286449,49.302985302766245,5,190.4740910442725,28.0,72.0,Monsoon,1,Black Soil,2,2.179197758344175,132.67807194551415,2
Eden Gardens,Kolkata,India,T20,29.622098989270217,66.48029371000617,3.9278561054243255,8.003766306913638,61.549272359154934,5,160.7756092945072,40.22779303133772,59.77220696866228,Post-Monsoon,0,Red Soil,6,1.871138527457961,190.29655638236517,2
Rajiv Gandhi International Stadium,Hyderabad,India,ODI,30.295649213761482,59.71135319258306,12.382872921331249,17.199255121485287,34.82893837136438,6,288.8507273393663,39.63057155016214,60.36942844983786,Winter,1,Black Soil,9,3.4803354294063515,364.1458877962242,0
Wankhede Stadium,Mumbai,India,ODI,28.72798817540433,75.53269842814544,15.34327272231154,15.43737300611968,4.680099514913962,6,284.26454265316306,57.810740063707044,42.189259936292956,Post-Monsoon,0,Black Soil,1,9.892990160629946,351.83565476689375,1
Eden Gardens,Kolkata,India,Test,32.089378899032155,58.206678764986584,3.060563474421892,22.67515972243227,17.58976314356084,1,273.9316527840962,28.0,72.0,Post-Monsoon,1,Mixed Soil,10,2.0439510669961365,153.61064160101046,2
M. Chinnaswamy Stadium,Bengaluru,India,T20,32.08293484054064,36.08823252065803,22.995140723952765,17.014494880109257,31.798872455385716,2,172.1261186201168,42.91269216153986,57.08730783846014,Winter,1,Black Soil,6,7.017493275692927,315.13237190254426,2
Green Park,Kanpur,India,T20,30.463673599454516,66.2075878684482,6.114167054138484,17.529670888523615,20.306570704672964,4,177.66928600855135,40.5955655184098,59.4044344815902,Summer,0,Mixed Soil,6,3.3976297692189994,171.72860072977076,2
M. Chinnaswamy Stadium,Bengaluru,India,T20,28.38766254684098,64.32366759024781,10.577000430265796,14.345788019495656,37.52945386237706,5,189.97801806256766,58.62949493474395,41.37050506525605,Winter,1,Black Soil,6,5.297832178802699,371.8623545723032,0
JSCA International Stadium Complex,Ranchi,India,T20,34.663996590953374,59.205459523061904,19.78564057819043,12.841216858938036,31.585142673675367,1,160.28076951369704,46.05546284188952,53.94453715811048,Winter,1,Black Soil,8,6.474756650274846,246.95838163814892,0
Narendra Modi Stadium,Ahmedabad,India,T20,27.85841585623921,36.23249498658225,10.971717322408532,12.197061678069485,22.368499886099794,3,168.77937153439166,51.85511709269047,48.14488290730953,Monsoon,1,Mixed Soil,7,2.52818040001873,221.96262901290413,0
Eden Gardens,Kolkata,India,Test,38.892378144554876,38.089817008986195,6.30594040096675,16.524400378439438,22.28965087175208,4,296.3411365498298,59.323806515216376,40.676193484783624,Summer,1,Mixed Soil,5,1.8102769377005343,197.28959606290994,2
Holkar Cricket Stadium,Indore,India,ODI,30.307335190670237,57.77756364472999,8.976595008110904,18.444611587956153,4.326902763895241,1,254.43109687099556,48.548564566429285,51.451435433570715,Summer,1,Black Soil,1,3.462252637399771,300.16211279440364,0
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,37.74728461824664,49.491127969806094,9.806403467614679,20.163029844313904,54.321045440761814,5,174.35912966146162,36.97340045393861,63.02659954606139,Summer,0,Red Soil,7,1.7515893407288825,236.5731325477625,2
Wankhede Stadium,Mumbai,India,Test,26.282110285543723,69.76791259259667,8.747944247470185,20.01474510567107,90.88049523941783,7,358.56900232257914,43.94260228771457,56.05739771228543,Summer,1,Mixed Soil,2,2.301527129897474,293.3765868008679,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,38.830789369388945,61.01533455973984,9.125797480208282,17.952416975505024,64.73981964091516,5,120.84098096860771,60.85655230237133,39.14344769762867,Post-Monsoon,1,Mixed Soil,4,3.0370666811125178,225.80288109656328,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,31.87428499709597,55.9505886866991,8.380156438093852,17.774839809850633,58.24115468406282,5,291.92166486757964,43.604204036574046,56.395795963425954,Monsoon,0,Mixed Soil,9,5.711809488020975,225.90335350243544,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,33.04569027090347,41.89666881253911,15.960885857602019,9.441747976418817,0.0,5,267.0274478256423,42.25952760643591,57.74047239356409,Winter,1,Mixed Soil,5,2.8532740809912833,209.54056683684308,2
Wankhede Stadium,Mumbai,India,T20,33.0569662829417,91.11969105135428,15.738837812420323,21.902172475082082,47.9698856194915,2,196.70922452597284,61.94066757724101,38.05933242275899,Monsoon,0,Black Soil,5,7.3479746728191095,338.817221910605,0
M. Chinnaswamy Stadium,Bengaluru,India,ODI,23.980398033977593,62.13544718012868,12.294914502230327,14.536503610167058,14.879864959257372,5,295.2289890500028,36.0824057117696,63.9175942882304,Post-Monsoon,1,Mixed Soil,2,3.5583520156313844,308.80103409430575,0
Vidarbha Cricket Association Stadium,Nagpur,India,T20,33.24172937502442,54.53729417630774,10.047540454576591,9.82576520074122,12.384182432742179,6,135.2797935066176,47.81196164031133,52.18803835968867,Monsoon,0,Red Soil,2,1.391327707393522,230.90380188408028,2
Holkar Cricket Stadium,Indore,India,T20,33.42663647183714,48.81594256536394,14.07607028493794,13.226014591574922,26.074906638558915,4,211.2299343244533,59.27584994735759,40.72415005264241,Winter,0,Black Soil,9,5.6487262443922495,305.1288288783039,0
Brabourne Stadium,Mumbai,India,T20,26.71922504352585,59.69389937604544,20.550039170544824,17.906206589512866,51.347766243729794,5,151.48350388721983,44.21113417744239,55.78886582255761,Winter,0,Red Soil,4,9.142430662952338,329.8186159482908,1
Vidarbha Cricket Association Stadium,Nagpur,India,ODI,28.74729135071679,61.847644007820044,16.179734694670298,11.634452868096892,19.722199096069428,2,257.9946988588787,37.264298993972695,62.735701006027305,Summer,1,Black Soil,10,6.34260952699511,234.17697830658608,2
Maharashtra Cricket Association Stadium,Pune,India,ODI,39.45614254841101,42.13643015089944,9.280090250889202,11.3592677392304,19.870582981111824,4,321.2362351519964,57.2305422334196,42.7694577665804,Winter,1,Black Soil,2,5.482242679736872,276.2850507475788,0
Green Park,Kanpur,India,T20,33.87023365051066,62.3563621292378,17.348646695968505,10.238628006776658,68.04435739990495,2,206.41085277330268,45.07563491760325,54.92436508239675,Monsoon,1,Mixed Soil,8,1.9457783428795459,310.7070795153711,0
Dr DY Patil Sports Academy,Mumbai,India,ODI,23.709110699976833,83.36948838584507,14.539656276404578,29.0,65.8206067213819,7,304.3217603073185,45.651014353624554,54.348985646375446,Post-Monsoon,1,Black Soil,3,8.775986799545228,272.67881657393514,1
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,32.20653093185071,48.15777078619166,14.510919639777107,12.138357296497606,48.554371016934795,4,201.09866515689583,51.18044731727776,48.81955268272224,Post-Monsoon,1,Mixed Soil,6,5.029402443119643,327.9236593807009,0
Holkar Cricket Stadium,Indore,India,T20,26.167297257275322,67.47001285327677,4.9582031432872995,17.98345799913373,44.15236586844276,4,199.07358140704036,42.674160684134314,57.325839315865686,Summer,1,Red Soil,2,4.06148749018873,264.6037248527175,0
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,36.011434276631654,22.832444439392987,15.849418072877246,11.354105994174787,40.81955528238159,4,150.1278468420764,58.561474572089,41.438525427911,Monsoon,0,Red Soil,2,2.1386904137947713,184.48185374508438,2
Green Park,Kanpur,India,Test,29.638929316393355,58.88655887293116,6.650585968104996,17.69112511879351,35.69779892507183,2,300.65656541082046,31.120911139719695,68.8790888602803,Summer,0,Red Soil,4,4.696058995784242,324.299624233585,2
Dr DY Patil Sports Academy,Mumbai,India,ODI,30.252367738699046,84.03993600479888,17.29886900222261,23.088895767633506,31.795876788198242,5,276.57514458910055,42.53402069873908,57.46597930126092,Post-Monsoon,0,Mixed Soil,7,5.840294183909351,314.7266684212529,1
Vidarbha Cricket Association Stadium,Nagpur,India,T20,34.50827639000487,49.676311175237785,7.831051024965452,14.254182870346924,18.87962435819643,2,153.32517368495564,44.5003334936785,55.4996665063215,Monsoon,1,Black Soil,10,5.180358922272562,292.28448274162434,2
Holkar Cricket Stadium,Indore,India,T20,33.17242088949412,44.663594890717235,14.130074487477494,12.375532279827642,2.6499784636052723,2,206.58566187238924,52.51081431676479,47.48918568323521,Winter,0,Black Soil,7,6.190001434187751,396.8327493596813,0
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,33.98466093397163,39.29282972489199,10.348033543720694,14.389991895139728,29.49067071437146,3,128.54293698621746,50.25217529236934,49.74782470763066,Winter,1,Black Soil,5,2.087183630652035,157.2053173303881,2
Barabati Stadium,Cuttack,India,T20,26.463384239615625,77.03546779129331,21.963303242377812,23.0654697610207,74.58067447024368,6,189.40078717226586,50.16645794152488,49.83354205847512,Post-Monsoon,1,Black Soil,6,5.4100988048788015,264.4218007486369,1
Maharashtra Cricket Association Stadium,Pune,India,T20,32.80205685252283,53.84586278022364,15.16185439776066,11.312519782546325,13.539594632114817,4,188.13672807963633,44.171968676044635,55.828031323955365,Monsoon,1,Mixed Soil,8,4.936269002120381,389.35807123172754,0
Dr DY Patil Sports Academy,Mumbai,India,T20,25.42109257748749,59.56592467355097,13.417361074296869,22.678057153786817,92.6763024193115,2,147.6365733364334,46.028214792246416,53.971785207753584,Monsoon,0,Black Soil,10,6.503699977967118,258.3788943812709,1
Rajiv Gandhi International Stadium,Hyderabad,India,ODI,32.85227184430376,53.30772222729217,7.356171212983066,15.267470603379097,47.39159288944461,1,297.41790943127666,50.739010591511324,49.260989408488676,Post-Monsoon,1,Mixed Soil,2,3.3984948378333932,381.84018886456937,0
Maharashtra Cricket Association Stadium,Pune,India,Test,30.06748992854774,35.143214210472756,17.193666250144574,18.08126982861831,74.5628513044714,2,385.3751215668241,38.72533004698252,61.27466995301748,Post-Monsoon,1,Black Soil,7,5.877543205544635,369.54172093694194,0
Dr DY Patil Sports Academy,Mumbai,India,T20,32.13090266751668,75.54882988804872,18.31900647495583,20.503476520343806,77.99260166635554,1,187.40259713814913,71.79047750939534,28.209522490604655,Winter,1,Black Soil,4,7.201794262468662,424.63752059952463,1
Arun Jaitley Stadium,Delhi,India,T20,31.48150338867617,34.8419616956929,7.5174009498215435,19.08691629266386,30.375426610962787,6,151.3273208762017,36.04788127093846,63.95211872906154,Winter,1,Mixed Soil,1,0.0,290.0342223671644,2
M. A. Chidambaram Stadium,Chennai,India,T20,29.77005204852443,58.36175209961854,10.971592808712352,25.738270163565012,17.848369402097134,2,174.70286027289788,39.23794772071159,60.76205227928841,Winter,1,Black Soil,4,1.1438776003186344,200.65136482397318,2
Maharashtra Cricket Association Stadium,Pune,India,T20,31.938632262539706,49.38941898583368,6.489191484538875,17.573612170717322,32.54275913690883,3,183.93636872757065,48.02950431686839,51.97049568313161,Summer,1,Black Soil,1,6.340257670664086,387.9452775941607,0
JSCA International Stadium Complex,Ranchi,India,T20,22.332417319947496,60.34448847472221,11.222327831925396,18.30209706483451,32.425965867616796,6,179.62615356297755,37.979943497108444,62.020056502891556,Summer,0,Red Soil,1,0.0,222.62603216673494,2
